,date,tweet,nlikes,Bank,Subjectivity,Polarity,Analysis
301,2022-11-09 12:06:12,let me just drop this maybe i will be lucky  uba arowolo oluwapemi eniola,1,UBA,0.8333333333333334,0.3333333333333333,Positive
302,2022-11-09 12:06:06,check your dm please,0,UBA,0.0,0.0,Neutral
305,2022-11-09 12:05:26,sportingking remember ur boy oo  uba  ehiagwina gabriel ohonsino forget ur last born boss,0,UBA,0.06666666666666667,0.0,Neutral
309,2022-11-09 12:05:16,god will bless you   uba clement clement,0,UBA,0.0,0.0,Neutral
312,2022-11-09 12:05:06,sporting king sporting king  uba,0,UBA,0.0,0.0,Neutral
314,2022-11-09 12:05:00,uba  my bro  make i no  carry  last,0,UBA,0.06666666666666667,0.0,Neutral
315,2022-11-09 12:04:40,boss bless me please ochonkeoma obinna celestine  uba  i want to buy football kits,0,UBA,0.0,0.0,Neutral
316,2022-11-09 12:04:26,arab owners effect,2,UBA,0.0,0.0,Neutral
319,2022-11-09 12:03:48,nice boss pls fund me  hundred naira make i play am  uba bank,0,UBA,1.0,0.6,Positive
320,2022-11-09 12:03:48,uba  abanikanda adedeji thanks boss you no go fall lailai,0,UBA,0.2,0.2,Positive
323,2022-11-09 12:03:15,sir please am really i need of money any amount to take care of my sick mum that i told you about up to now i have not be able to raise any money    acct name umaru luka sidi acct no  uba bank  pls help me sir,0,UBA,0.5607142857142857,-0.004761904761904745,Negative
324,2022-11-09 12:03:01,i want to pay part of embarrassing debt i owe please help me for god sake  uba oladipo rebecca,0,UBA,0.0,0.0,Neutral
325,2022-11-09 12:02:58,universal basic asset is a new kind of initial capital in which  is always distributed for free get uba with my link and well both get  mining quota,0,UBA,0.3799242424242424,0.18939393939393936,Positive
329,2022-11-09 12:02:05,please i have not been credited uba bank blessing precious thank yougod bless you,0,UBA,1.0,0.5,Positive
332,2022-11-09 12:01:47,im here  ubaemi lokan,0,UBA,0.0,0.0,Neutral
334,2022-11-09 12:01:31,sportingking   uba boss abeg look my side,1,UBA,0.0,0.0,Neutral
336,2022-11-09 12:01:04,thanks sir more blessings  this is my account details olawale kehinde emmanuel uba more blessings sir,0,UBA,0.39999999999999997,0.39999999999999997,Positive
338,2022-11-09 12:00:52,neighborhood  pelican hotel  chevron mall  chevron plc ltd  uba bank  chevy view estate  lekki conservation centre  oral estate   bera estate   glowfield international school   atlantic center   for more info dm callwhatsapp,1,UBA,0.19999999999999998,0.13333333333333333,Positive
340,2022-11-09 12:00:50,ill say it again sportingking you don change the lives of so many nigerians overnight    uba,0,UBA,0.75,0.0,Neutral
342,2022-11-09 12:00:25,boss help me sir need to change the keyboards of my laptop just  help me sir   uba god bless sir,0,UBA,0.0,0.0,Neutral
343,2022-11-09 12:00:12,bros  abeg  notice me i need money for my acceptance fee  uba bank ndianaabasi,0,UBA,0.0,0.0,Neutral
347,2022-11-09 11:59:51,i complained of my money that was debited without refund since last week wednesdayi even went to a branch and fill form and this one week after complaining and my money is not yet in my accountor is it that the  working days have not completei want my money,0,UBA,0.13333333333333333,-0.15,Negative
349,2022-11-09 11:59:43,guess i among the lucky ones    uba temidayo,0,UBA,0.8333333333333334,0.3333333333333333,Positive
351,2022-11-09 11:59:34,sportingking  sportingking sportingking   god bless you brother for what youre doing  uba  david omaram,0,UBA,0.0,0.0,Neutral
352,2022-11-09 11:59:01,uba  god bless u,0,UBA,0.0,0.0,Neutral
358,2022-11-09 11:58:11,were raising  to bring clean water amp all its benefits to our latest project in uba dama you can help make a donation on th november  and all donations will be matched helping us to reach our goal  well share the link to donate on the day thanks,0,UBA,0.6,0.35555555555555557,Positive
360,2022-11-09 11:57:53,sporting king sporting king  sporting king sporting king  sporting king sporting king  sporting king sporting king  sporting king sporting king  sporting king sporting king   uba  please pick me my daddy sporting king,0,UBA,0.0,0.0,Neutral
361,2022-11-09 11:57:47,uba  amos victor  boss abeg look my side na,2,UBA,0.0,0.0,Neutral
362,2022-11-09 11:57:35,please consider me sir  uba,1,UBA,0.0,0.0,Neutral
365,2022-11-09 11:57:25,uba save a soul,0,UBA,0.0,0.0,Neutral
376,2022-11-09 11:56:44,uba group its more than one week pls revert my k nigeria is hard work on you network k was debited then ki have complained and yet my money has not been sent to meplease my life is hard k is not a child  play in this nigeria now,0,UBA,0.4458333333333333,-0.09583333333333334,Negative
378,2022-11-09 11:56:17,gbadebo adedoyin adeshola uba  please look my side today i beg,1,UBA,0.0,0.0,Neutral
380,2022-11-09 11:55:47,olosho say we no go do anything until she see alert uba bank who na  try,1,UBA,0.0,0.0,Neutral
381,2022-11-09 11:55:41,aniamalu echezona valentine uba  god bless you sir  am a seminarian ooo just to add in my school fees nd continue begging for more,0,UBA,0.5,0.5,Positive
385,2022-11-09 11:55:26,uba pls may be lucky today,0,UBA,0.8333333333333334,0.3333333333333333,Positive
387,2022-11-09 11:55:13,abeg sir na small change me just need i no much sirmake i just use sustain  uba solomon effiong,0,UBA,0.30000000000000004,-0.175,Negative
395,2022-11-09 11:54:07,it will feed me and my brother for today   uba adeyemi damilola,0,UBA,0.0,0.0,Neutral
397,2022-11-09 11:54:02,uba bank okwori sunday tanks,0,UBA,0.0,0.0,Neutral
398,2022-11-09 11:53:54,broo  has to be the worst bank in the country,0,UBA,1.0,-1.0,Negative
399,2022-11-09 11:53:49,sportingking    uba  god bless you,0,UBA,0.0,0.0,Neutral
401,2022-11-09 11:53:23,sir pls so i can by my asthma inhaler it finished sir pls am begging  aluko dorcas uba,0,UBA,0.0,0.0,Neutral
404,2022-11-09 11:53:07,banger  uba paid interest that shocked me,0,UBA,0.8,-0.7,Negative
406,2022-11-09 11:53:04,somebody need help he registered bvn with  name which it dont march with the id document can hisher go to the bank and remove one if yes what are the necessary things need to be prefer thank you,0,UBA,1.0,0.0,Neutral
408,2022-11-09 11:52:34,awe precious  uba,0,UBA,1.0,0.5,Positive
409,2022-11-09 11:52:18,faith anthony jimoh uba,0,UBA,0.0,0.0,Neutral
410,2022-11-09 11:52:05,i hope you see me this time this will go a long way for my baking business and give me a new life an oven and mixer is really drawing me back     uba esther akinkuowo      god bless you more winnings,0,UBA,0.3109090909090909,0.1572727272727273,Positive
412,2022-11-09 11:52:04,to buy foodstuff and for transport  pleeeaaassssseeee uba gift okere,0,UBA,0.0,0.0,Neutral
413,2022-11-09 11:51:48,it help add to my school fees boss see me here been following ur update bro  uba,0,UBA,0.1,0.0,Neutral
414,2022-11-09 11:51:38,uba  ogunyemi ebenezer friday  i will use it to settle my daughter school fees,0,UBA,0.0,0.0,Neutral
416,2022-11-09 11:51:11,aluko dorcas uba sir pls to buy my asthma inhaler it finished sir please am begging,0,UBA,0.0,0.0,Neutral
420,2022-11-09 11:50:37,pls boss i need money to get some new clothes  uba u will not die young,0,UBA,0.42727272727272725,0.11818181818181818,Positive
421,2022-11-09 11:50:28,hello  please be informed that the above message did not emanate from uba we are in no way associated with these individuals we strongly advise that you desist from all forms of communication with this impostor in your own best interest thank you,0,UBA,0.5333333333333333,0.5083333333333333,Positive
426,2022-11-09 11:49:32,uba thieves in suits,0,UBA,0.0,0.0,Neutral
427,2022-11-09 11:49:27,ifeanyi uba,0,UBA,0.0,0.0,Neutral
428,2022-11-09 11:49:18,i need to start up my hair dresser business anoke confidence    uba,0,UBA,0.0,0.0,Neutral
432,2022-11-09 11:48:54,bossi don dey drop my details sinceabeg help me take care of house rentmy landlord is killin me softlyat this point any amount will go a long way  uba ezeonyekwere chidiogo,0,UBA,0.4,-0.05,Negative
435,2022-11-09 11:48:45,im winifred i need ur assistance in learning how to bake  im currently working and taking care of my mom and siblings          heres my detailsuba  god bless,0,UBA,0.4,0.0,Neutral
437,2022-11-09 11:48:28,it would go a long way in getting anti malaria drugs for myself  uba,0,UBA,0.4,-0.05,Negative
438,2022-11-09 11:48:18,uba oladipo rebecca show me love please i have money to pay today safe me from the embarrassment,0,UBA,0.55,0.5,Positive
441,2022-11-09 11:47:20,na only me never chop giveaways for this platform make tday be my first abeg   more winnings sportingking  uba,0,UBA,0.611111111111111,0.25,Positive
443,2022-11-09 11:47:03,pls kindly pick me today  uba emmanuel o,0,UBA,0.9,0.6,Positive
448,2022-11-09 11:46:31,uba simply d most useless bank in nigeria,0,UBA,0.35,0.0,Neutral
449,2022-11-09 11:46:29,pls bro show me love  uba may you not die before your time,0,UBA,0.6,0.5,Positive
450,2022-11-09 11:46:20,hello  please note that the above twitter handle did not emanate from uba we are in no way associated with these individuals we strongly advise that you desist from all forms of communication with this impostors thank you,0,UBA,0.41666666666666663,0.21666666666666665,Positive
457,2022-11-09 11:45:19,hello   it is very important to note that uba would never request you to provide your debit card details full card number expiry date your card pin and cvv ie the three digits behind the card  mobile bankingleo credentials or password,1,UBA,0.75,0.15666666666666665,Positive
460,2022-11-09 11:44:50,pls im eager to be among   uba,0,UBA,0.0,0.0,Neutral
464,2022-11-09 11:44:22,uba emmanuel tobi  have mercy bro sportingking,1,UBA,0.0,0.0,Neutral
467,2022-11-09 11:44:08,i still havent received my august stipend from uba bank cross river state this is my npower id npwr naomi alfred ogbodo uba bank please attend to my complaint,0,UBA,0.1,-0.15,Negative
469,2022-11-09 11:44:05,make una just give me h take fire today game am hoping to win today   uba bank,0,UBA,0.4,0.2,Positive
470,2022-11-09 11:43:57,uba  shittu akeem opeyemi  look my side this afternoon boss,2,UBA,0.0,0.0,Neutral
472,2022-11-09 11:43:46,lodge fee oooo  expired  uba gift onyinyechukwu help a sister please sir,1,UBA,0.0,0.0,Neutral
473,2022-11-09 11:43:42,boss hv been here for months now look my side na  nancy uba,2,UBA,0.0,0.0,Neutral
474,2022-11-09 11:43:40,pls what pov,0,UBA,0.0,0.0,Neutral
475,2022-11-09 11:43:32,sporting king  uba,0,UBA,0.0,0.0,Neutral
481,2022-11-09 11:42:45,sportingking abeg my hands un d air  uba,0,UBA,0.0,0.0,Neutral
483,2022-11-09 11:42:39,ogbonna georgina chinweokwu  uba pls show me love today is my birthday,0,UBA,0.6,0.5,Positive
484,2022-11-09 11:42:37,i might be lucky though sportingking  uba,0,UBA,0.8333333333333334,0.3333333333333333,Positive
485,2022-11-09 11:42:30,hello  kindly note that the message above did not emanate from uba or any of its staff we advise that you ignore and do not respond please be informed that a response has been provided via dm thank you,0,UBA,0.5,0.3,Positive
486,2022-11-09 11:42:27,boss plz consider me too sir  over months sir been following u sir uba acc  yusuf olumide,3,UBA,0.1,0.0,Neutral
490,2022-11-09 11:41:41,uba boss please help,0,UBA,0.0,0.0,Neutral
492,2022-11-09 11:41:10,uba  ogunyemi ebenezer friday  i will use it to settle my daughter school fees,0,UBA,0.0,0.0,Neutral
493,2022-11-09 11:41:09,xa si embraceana for who we are and not what we have zingena phi ii resources and needs ii names zona zingena phi uwoah anithandi uba interesting khona akadikwa kufotwa,0,UBA,0.5,0.5,Positive
495,2022-11-09 11:40:50,hello  please be informed that the email did not emanate from uba we are in no way associated with these individuals we strongly advise that you desist from all forms of communication with this impostors thank you,1,UBA,0.7333333333333333,0.4333333333333333,Positive
496,2022-11-09 11:40:45,afternoon sir any amount sir please to get my self something doing please uba durojaye babatunde oluwatobiloba,0,UBA,0.0,0.0,Neutral
499,2022-11-09 11:40:16,pick me for the first time boss  uba,0,UBA,0.3333333333333333,0.25,Positive
501,2022-11-09 11:40:02,i want to pray for you  that god will always keep hurting you plentifully with  and all the streets we shell all win amen bank name  uba acct n nwekeogbado chinemelum stanley acct no,0,UBA,0.4,0.8,Positive
502,2022-11-09 11:39:58,dear  please help me tell  to return my k since last two weeks,2,UBA,0.06666666666666667,0.0,Neutral
504,2022-11-09 11:39:47,uba  i must  be blessed  today  i believe,0,UBA,0.0,0.0,Neutral
507,2022-11-09 11:39:28,uba god bless your hustle bro,0,UBA,0.0,0.0,Neutral
510,2022-11-09 11:39:17,uba you guys should return my money,0,UBA,0.0,0.0,Neutral
511,2022-11-09 11:39:17,uba  thanks in anticipation boss this might go a long way,0,UBA,0.30000000000000004,0.07500000000000001,Positive
513,2022-11-09 11:39:03,acct number  bank uba pls screen short after sending it,0,UBA,0.3,0.0,Neutral
515,2022-11-09 11:38:57,hello  please be informed that the response above with whatsapp number did not emanate from uba neither was it sent to you by any member of our staff thank you,6,UBA,0.1,0.0,Neutral
0,2022-11-09 13:18:32,access bank,0,Access Bank,0.0,0.0,Neutral
1,2022-11-09 13:18:25,hi  why are you charging me for a new atm card renewal which i didnt fill out any form to its regard or request for,0,Access Bank,0.45454545454545453,0.13636363636363635,Positive
2,2022-11-09 13:18:15,tell me why my access bank account has been locked for over  months now they finally sent me a form to fill i filled with adobe and signed electronically the bank person wrote me to please print it and sign with biro,0,Access Bank,0.95,0.2,Positive
3,2022-11-09 13:18:10,god bless u boss access bank,0,Access Bank,0.0,0.0,Neutral
4,2022-11-09 13:18:04,dear   i ask that my account officer be changed i need a responsive amp available account officer   thanks,0,Access Bank,0.30000000000000004,0.30000000000000004,Positive
5,2022-11-09 13:18:02,access bank i pray am credited,0,Access Bank,0.0,0.0,Neutral
6,2022-11-09 13:17:29,access bank,0,Access Bank,0.0,0.0,Neutral
7,2022-11-09 13:17:10,account name james ifebuche ogbu bank name access bank,0,Access Bank,0.0,0.0,Neutral
8,2022-11-09 13:16:45,done  god bless you abundantly    access bank gabriel igwegbe chinaza,0,Access Bank,0.95,0.6,Positive
9,2022-11-09 13:16:43,god will continue to enrich u boss n grant all ur heart desires  access bank,0,Access Bank,0.0,0.0,Neutral
10,2022-11-09 13:16:39,anthony monday ekpenyong access bank  i pray i win today make i just wake up to see credit alert,0,Access Bank,0.4,0.8,Positive
11,2022-11-09 13:16:29,gimme k i go use am hold body this sun i no fit trek   access bank,0,Access Bank,0.4,-0.2,Negative
12,2022-11-09 13:15:47,sportingking     access bank,0,Access Bank,0.0,0.0,Neutral
13,2022-11-09 13:15:46,boss bless my day na   access bank  okechukwu charity god bless you for me,0,Access Bank,0.0,0.0,Neutral
14,2022-11-09 13:15:37,boss help me na since all this days  access bank oluokun ibukunmi taiwo,0,Access Bank,0.0,0.0,Neutral
15,2022-11-09 13:15:30,hi pls how can i operate my two access accounts on my mobile app,0,Access Bank,0.0,0.0,Neutral
16,2022-11-09 13:14:45,please    tallick godson  access bank,0,Access Bank,0.0,0.0,Neutral
17,2022-11-09 13:14:04,abeg oga sir if u nor dey credit me let me nor   access bank  paschal ejidike,0,Access Bank,0.0,0.0,Neutral
18,2022-11-09 13:13:59,i recharged yesterday on both my mtn and glo lines i was debited but by mobile numbers have not be credited i want to know what the issues are this will be the second time and it wasnt reversed,0,Access Bank,0.0,0.0,Neutral
19,2022-11-09 13:13:29,access bank,0,Access Bank,0.0,0.0,Neutral
20,2022-11-09 13:13:21,access bank  kolawole abiodun olawale  god bless you,0,Access Bank,0.0,0.0,Neutral
21,2022-11-09 13:13:17,access bank akintoye temitope,0,Access Bank,0.0,0.0,Neutral
22,2022-11-09 13:12:36,accessbank  mauricia,0,Access Bank,0.0,0.0,Neutral
24,2022-11-09 13:12:03,good morning please i made a transaction on monday the topup is yet to reach destinationkindly look through,0,Access Bank,0.6000000000000001,0.7,Positive
25,2022-11-09 13:11:59,shey una no wan answer me for dm abi what all this please move over to the dm to rectify my issue,0,Access Bank,0.15000000000000002,0.1,Positive
26,2022-11-09 13:10:38,mayor abga  you fit bless my ministry  access bank  as bet hard,1,Access Bank,0.4708333333333333,0.05416666666666667,Positive
